country,year,ic,idhh,ndi,aw,aw_eur,pov60,forex,euro
PT,2010,Minimum wage,"Lone parent, 2 children",659.19,1307,1307,756.90002,1,Euro
PT,2010,Social assistance,Single,296.39001,1307,1307,420.5,1,Euro
PT,2010,Social assistance,Couple,527.47998,1307,1307,630.75,1,Euro
PT,2010,Social assistance,"Couple, 2 children",899.84998,1307,1307,967.15002,1,Euro
PT,2010,Social assistance,"Lone parent, 2 children",717.21002,1307,1307,756.90002,1,Euro
PT,2010,Old-age,Single,418.5,1307,1307,420.5,1,Euro
PT,2010,Old-age,Couple,732.38,1307,1307,630.75,1,Euro
RO,2010,Minimum wage,Single,460.84,1512,331,440.32999,4.5688,Non-euro
RO,2010,Minimum wage,Couple,476.84,1512,331,660.495,4.5688,Non-euro
RO,2010,Minimum wage,"Couple, 2 children",645,1512,331,1012.759,4.5688,Non-euro
RO,2010,Minimum wage,"Lone parent, 2 children",656.84003,1512,331,792.59399,4.5688,Non-euro
RO,2010,Social assistance,Single,125,1512,331,440.32999,4.5688,Non-euro
RO,2010,Social assistance,Couple,225,1512,331,660.495,4.5688,Non-euro
RO,2010,Social assistance,"Couple, 2 children",465,1512,331,1012.759,4.5688,Non-euro
RO,2010,Social assistance,"Lone parent, 2 children",393,1512,331,792.59399,4.5688,Non-euro
RO,2010,Old-age,Single,350,1512,331,440.32999,4.5688,Non-euro
RO,2010,Old-age,Couple,700,1512,331,660.495,4.5688,Non-euro
SE,2010,Social assistance,Single,8042,26256,2725,10292.58,9.6351004,Non-euro
SE,2010,Social assistance,Couple,11619,26256,2725,15438.87,9.6351004,Non-euro
SE,2010,Social assistance,"Couple, 2 children",17487,26256,2725,23672.934,9.6351004,Non-euro
SE,2010,Social assistance,"Lone parent, 2 children",14583,26256,2725,18526.645,9.6351004,Non-euro
SI,2010,Minimum wage,Single,521.72998,1411,1411,599.91998,1,Euro
SI,2010,Minimum wage,Couple,654.32001,1411,1411,899.88,1,Euro
SI,2010,Minimum wage,"Couple, 2 children",953.09998,1411,1411,1379.816,1,Euro
SI,2010,Social assistance,Single,297.04999,1411,1411,599.91998,1,Euro
SI,2010,Social assistance,Couple,487.64999,1411,1411,899.88,1,Euro
SI,2010,Social assistance,"Couple, 2 children",902.84003,1411,1411,1379.816,1,Euro
SK,2010,Minimum wage,Single,278.23999,713,713,315.32999,1,Euro
SK,2010,Minimum wage,Couple,403.92999,713,713,472.995,1,Euro
SK,2010,Minimum wage,"Couple, 2 children",578.71002,713,713,725.25897,1,Euro
SK,2010,Minimum wage,"Lone parent, 2 children",471.14001,713,713,567.59399,1,Euro
SK,2010,Social assistance,Single,181.37,713,713,315.32999,1,Euro
SK,2010,Social assistance,Couple,324.54001,713,713,472.995,1,Euro
SK,2010,Social assistance,"Couple, 2 children",459.32001,713,713,725.25897,1,Euro
SK,2010,Social assistance,"Lone parent, 2 children",351.75,713,713,567.59399,1,Euro
SK,2010,Old-age,Single,181.37,713,713,315.32999,1,Euro
SK,2010,Old-age,Couple,324.54001,713,713,472.995,1,Euro
UK,2010,Minimum wage,Single,940.01001,2635,3006,743.58002,.87669998,Non-euro
UK,2010,Minimum wage,Couple,1210.46,2635,3006,1115.37,.87669998,Non-euro
UK,2010,Minimum wage,"Couple, 2 children",1957.58,2635,3006,1710.234,.87669998,Non-euro
UK,2010,Minimum wage,"Lone parent, 2 children",1894.67,2635,3006,1338.444,.87669998,Non-euro
UK,2010,Social assistance,Single,698.15002,2635,3006,743.58002,.87669998,Non-euro
UK,2010,Social assistance,Couple,956.03998,2635,3006,1115.37,.87669998,Non-euro
UK,2010,Social assistance,"Couple, 2 children",1607.9399,2635,3006,1710.234,.87669998,Non-euro
UK,2010,Social assistance,"Lone parent, 2 children",1446.0601,2635,3006,1338.444,.87669998,Non-euro
UK,2010,Old-age,Single,1010.42,2635,3006,743.58002,.87669998,Non-euro
UK,2010,Old-age,Couple,1409.35,2635,3006,1115.37,.87669998,Non-euro
BE,2011,Minimum wage,Single,1235.77,3285,3285,1014,1,Euro
BE,2011,Minimum wage,Couple,1495.3,3285,3285,1521,1,Euro
BE,2011,Minimum wage,"Couple, 2 children",1873.71,3285,3285,2332.2,1,Euro
BE,2011,Minimum wage,"Lone parent, 2 children",1773.3101,3285,3285,1825.2,1,Euro
BE,2011,Social assistance,Single,754.25,3285,3285,1014,1,Euro
BE,2011,Social assistance,Couple,1005.12,3285,3285,1521,1,Euro
BE,2011,Social assistance,"Couple, 2 children",1478.1,3285,3285,2332.2,1,Euro
BE,2011,Social assistance,"Lone parent, 2 children",1478.9301,3285,3285,1825.2,1,Euro
BE,2011,Old-age,Single,952.46997,3285,3285,1014,1,Euro
BE,2011,Old-age,Couple,1269.4,3285,3285,1521,1,Euro
BG,2011,Minimum wage,Single,188.14,804,411,279.67001,1.9558001,Non-euro
BG,2011,Minimum wage,Couple,212.27,804,411,419.505,1.9558001,Non-euro
BG,2011,Minimum wage,"Couple, 2 children",294.76999,804,411,643.24103,1.9558001,Non-euro
BG,2011,Minimum wage,"Lone parent, 2 children",294.76999,804,411,503.40601,1.9558001,Non-euro
BG,2011,Social assistance,Single,71.580002,804,411,279.67001,1.9558001,Non-euro
BG,2011,Social assistance,Couple,109.93,804,411,419.505,1.9558001,Non-euro
BG,2011,Social assistance,"Couple, 2 children",228.23,804,411,643.24103,1.9558001,Non-euro
BG,2011,Social assistance,"Lone parent, 2 children",207.42999,804,411,503.40601,1.9558001,Non-euro
BG,2011,Old-age,Single,125.09,804,411,279.67001,1.9558001,Non-euro
BG,2011,Old-age,Couple,226.05,804,411,419.505,1.9558001,Non-euro
CZ,2011,Minimum wage,Single,10019,25220,958,9579.4199,26.326,Non-euro
CZ,2011,Minimum wage,"Lone parent, 2 children",17488,25220,958,17242.955,26.326,Non-euro
CZ,2011,Social assistance,Single,7608,25220,958,9579.4199,26.326,Non-euro
CZ,2011,Social assistance,Couple,11259,25220,958,14369.13,26.326,Non-euro
CZ,2011,Social assistance,"Couple, 2 children",15271,25220,958,22032.666,26.326,Non-euro
CZ,2011,Social assistance,"Lone parent, 2 children",13418,25220,958,17242.955,26.326,Non-euro
CZ,2011,Old-age,Single,7055,25220,958,9579.4199,26.326,Non-euro
CZ,2011,Old-age,Couple,10539,25220,958,14369.13,26.326,Non-euro
DE,2011,Social assistance,Single,750,2979,2979,979.75,1,Euro
DE,2011,Social assistance,Couple,1165,2979,2979,1469.625,1,Euro
DE,2011,Social assistance,"Couple, 2 children",1773.67,2979,2979,2253.425,1,Euro
DE,2011,Social assistance,"Lone parent, 2 children",1540.03,2979,2979,1763.55,1,Euro
DE,2011,Old-age,Single,750,2979,2979,979.75,1,Euro
DE,2011,Old-age,Couple,1165,2979,2979,1469.625,1,Euro
DK,2011,Social assistance,Single,8107.1699,28125,3781,10126.75,7.4386001,Non-euro
DK,2011,Social assistance,Couple,15785.94,28125,3781,15190.125,7.4386001,Non-euro
DK,2011,Social assistance,"Couple, 2 children",22176.48,28125,3781,23291.525,7.4386001,Non-euro
DK,2011,Old-age,Single,11613.18,28125,3781,10126.75,7.4386001,Non-euro
DK,2011,Old-age,Couple,17068.641,28125,3781,15190.125,7.4386001,Non-euro
EE,2011,Minimum wage,Single,241.53,923,923,299.32999,1,Euro
EE,2011,Minimum wage,Couple,267.45999,923,923,448.995,1,Euro
EE,2011,Minimum wage,"Couple, 2 children",370.70999,923,923,688.45898,1,Euro
EE,2011,Minimum wage,"Lone parent, 2 children",324.35001,923,923,538.79401,1,Euro
EE,2011,Social assistance,Single,160.7,923,923,299.32999,1,Euro
EE,2011,Social assistance,Couple,222.06,923,923,448.995,1,Euro
EE,2011,Social assistance,"Couple, 2 children",344.78,923,923,688.45898,1,Euro
EE,2011,Social assistance,"Lone parent, 2 children",298.42001,923,923,538.79401,1,Euro
EE,2011,Old-age,Single,160.7,923,923,299.32999,1,Euro
EE,2011,Old-age,Couple,222.06,923,923,448.995,1,Euro
EL,2011,Minimum wage,Single,702.75,1699,1699,475.67001,1,Euro
EL,2011,Minimum wage,Couple,768.09998,1699,1699,713.505,1,Euro
EL,2011,Minimum wage,"Couple, 2 children",797.25,1699,1699,1094.041,1,Euro
EL,2011,Minimum wage,"Lone parent, 2 children",724.77002,1699,1699,856.20599,1,Euro
EL,2011,Old-age,Single,420,1699,1699,475.67001,1,Euro
EL,2011,Old-age,Couple,840,1699,1699,713.505,1,Euro
ES,2011,Minimum wage,Single,692.87,1938,1938,693.41998,1,Euro
ES,2011,Minimum wage,Couple,692.87,1938,1938,1040.13,1,Euro
ES,2011,Minimum wage,"Couple, 2 children",741.37,1938,1938,1594.866,1,Euro
ES,2011,Minimum wage,"Lone parent, 2 children",741.37,1938,1938,1248.156,1,Euro
ES,2011,Social assistance,Single,423.70001,1938,1938,693.41998,1,Euro
ES,2011,Social assistance,Couple,478.98999,1938,1938,1040.13,1,Euro
ES,2011,Social assistance,"Couple, 2 children",708.69,1938,1938,1594.866,1,Euro
ES,2011,Social assistance,"Lone parent, 2 children",735.94,1938,1938,1248.156,1,Euro
ES,2011,Old-age,Single,550.66998,1938,1938,693.41998,1,Euro
ES,2011,Old-age,Couple,979.67999,1938,1938,1040.13,1,Euro
FI,2011,Old-age,Single,1010.03,2845,2845,1134.92,1,Euro
FI,2011,Old-age,Couple,1683.59,2845,2845,1702.38,1,Euro
FR,2011,Minimum wage,Single,1150.65,2447,2447,1030.17,1,Euro
FR,2011,Minimum wage,Couple,1419.8,2447,2447,1545.255,1,Euro
FR,2011,Minimum wage,"Couple, 2 children",1867.95,2447,2447,2369.3911,1,Euro
FR,2011,Minimum wage,"Lone parent, 2 children",1727.15,2447,2447,1854.306,1,Euro
FR,2011,Social assistance,Single,675.16998,2447,2447,1030.17,1,Euro
FR,2011,Social assistance,Couple,908.33002,2447,2447,1545.255,1,Euro
FR,2011,Social assistance,"Couple, 2 children",1318.3,2447,2447,2369.3911,1,Euro
FR,2011,Social assistance,"Lone parent, 2 children",1177.5,2447,2447,1854.306,1,Euro
FR,2011,Old-age,Single,1004.53,2447,2447,1030.17,1,Euro
FR,2011,Old-age,Couple,1498.92,2447,2447,1545.255,1,Euro
HU,2011,Minimum wage,Single,60600.398,193244,625,65600,309.19,Non-euro
HU,2011,Minimum wage,Couple,64794.82,193244,625,98400,309.19,Non-euro
HU,2011,Minimum wage,"Couple, 2 children",98495.578,193244,625,150880,309.19,Non-euro
HU,2011,Minimum wage,"Lone parent, 2 children",99782.148,193244,625,118080,309.19,Non-euro
HU,2011,Social assistance,Single,33225,193244,625,65600,309.19,Non-euro
HU,2011,Social assistance,Couple,60225,193244,625,98400,309.19,Non-euro
HU,2011,Social assistance,"Couple, 2 children",92980.5,193244,625,150880,309.19,Non-euro
HU,2011,Social assistance,"Lone parent, 2 children",68985,193244,625,118080,309.19,Non-euro
HU,2011,Old-age,Single,31800,193244,625,65600,309.19,Non-euro
HU,2011,Old-age,Couple,51675,193244,625,98400,309.19,Non-euro
IE,2011,Minimum wage,Single,1322.2,3657,3657,987.41998,1,Euro
IE,2011,Minimum wage,Couple,1322.2,3657,3657,1481.13,1,Euro
IE,2011,Minimum wage,"Couple, 2 children",2347.5801,3657,3657,2271.0659,1,Euro
IE,2011,Minimum wage,"Lone parent, 2 children",1830.3199,3657,3657,1777.356,1,Euro
IE,2011,Social assistance,Single,815.91998,3657,3657,987.41998,1,Euro
IE,2011,Social assistance,Couple,1357.5601,3657,3657,1481.13,1,Euro
IE,2011,Social assistance,"Couple, 2 children",1896.22,3657,3657,2271.0659,1,Euro
IE,2011,Social assistance,"Lone parent, 2 children",1354.58,3657,3657,1777.356,1,Euro
IE,2011,Old-age,Single,983.88,3657,3657,987.41998,1,Euro
IE,2011,Old-age,Couple,1900.92,3657,3657,1481.13,1,Euro
IT,2011,Old-age,Single,466.95999,2202,2202,798.91998,1,Euro
IT,2011,Old-age,Couple,974.34003,2202,2202,1198.38,1,Euro
LT,2011,Minimum wage,Single,196.50999,642,642,216.83,1,Euro
LT,2011,Minimum wage,Couple,175.66,642,642,325.245,1,Euro
LT,2011,Minimum wage,"Couple, 2 children",209.53999,642,642,498.70901,1,Euro
LT,2011,Minimum wage,"Lone parent, 2 children",294.64001,642,642,390.29401,1,Euro
LT,2011,Social assistance,Single,91.230003,642,642,216.83,1,Euro
LT,2011,Social assistance,Couple,182.46001,642,642,325.245,1,Euro
LT,2011,Social assistance,"Couple, 2 children",364.92001,642,642,498.70901,1,Euro
LT,2011,Social assistance,"Lone parent, 2 children",273.69,642,642,390.29401,1,Euro
LU,2011,Minimum wage,Single,1621.9399,4362,4362,1639,1,Euro
LU,2011,Minimum wage,Couple,2489.9299,4362,4362,2458.5,1,Euro
LU,2011,Minimum wage,"Couple, 2 children",3492.8501,4362,4362,3769.7,1,Euro
LU,2011,Minimum wage,"Lone parent, 2 children",2810.78,4362,4362,2950.2,1,Euro
LU,2011,Social assistance,Single,1399.61,4362,4362,1639,1,Euro
LU,2011,Social assistance,Couple,2059.5701,4362,4362,2458.5,1,Euro
LU,2011,Social assistance,"Couple, 2 children",3009.4399,4362,4362,3769.7,1,Euro
LU,2011,Social assistance,"Lone parent, 2 children",2465.3501,4362,4362,2950.2,1,Euro
LU,2011,Old-age,Single,1434.25,4362,4362,1639,1,Euro
LU,2011,Old-age,Couple,2059.5701,4362,4362,2458.5,1,Euro
LV,2011,Minimum wage,Single,204.07001,716,716,222.5,1,Euro
LV,2011,Minimum wage,Couple,228.75,716,716,333.75,1,Euro
LV,2011,Minimum wage,"Couple, 2 children",290.67001,716,716,511.75,1,Euro
LV,2011,Minimum wage,"Lone parent, 2 children",273.51001,716,716,400.5,1,Euro
LV,2011,Social assistance,Single,97.389999,716,716,222.5,1,Euro
LV,2011,Social assistance,Couple,165.78,716,716,333.75,1,Euro
LV,2011,Social assistance,"Couple, 2 children",290.67999,716,716,511.75,1,Euro
LV,2011,Social assistance,"Lone parent, 2 children",265.28,716,716,400.5,1,Euro
LV,2011,Old-age,Single,97.389999,716,716,222.5,1,Euro
LV,2011,Old-age,Couple,165.78,716,716,333.75,1,Euro
NL,2011,Minimum wage,Single,1423.2,3228,3228,1028.08,1,Euro
NL,2011,Minimum wage,Couple,1583.75,3228,3228,1542.12,1,Euro
NL,2011,Minimum wage,"Couple, 2 children",1920.1899,3228,3228,2364.584,1,Euro
NL,2011,Minimum wage,"Lone parent, 2 children",2077,3228,3228,1850.5439,1,Euro
NL,2011,Social assistance,Single,1074.04,3228,3228,1028.08,1,Euro
NL,2011,Social assistance,Couple,1491.0601,3228,3228,1542.12,1,Euro
NL,2011,Social assistance,"Couple, 2 children",1827.5,3228,3228,2364.584,1,Euro
NL,2011,Social assistance,"Lone parent, 2 children",1727.45,3228,3228,1850.5439,1,Euro
NL,2011,Old-age,Single,1194.98,3228,3228,1028.08,1,Euro
NL,2011,Old-age,Couple,1635.0699,3228,3228,1542.12,1,Euro
PL,2011,Minimum wage,Single,1190.7,3316,779,1042.42,4.257,Non-euro
PL,2011,Minimum wage,Couple,1346.74,3316,779,1563.63,4.257,Non-euro
PL,2011,Minimum wage,"Couple, 2 children",1507.5601,3316,779,2397.5659,4.257,Non-euro
PL,2011,Minimum wage,"Lone parent, 2 children",1799.76,3316,779,1876.356,4.257,Non-euro
PL,2011,Social assistance,Single,399.14999,3316,779,1042.42,4.257,Non-euro
PL,2011,Social assistance,Couple,547.70001,3316,779,1563.63,4.257,Non-euro
PL,2011,Social assistance,"Couple, 2 children",982.5,3316,779,2397.5659,4.257,Non-euro
PL,2011,Social assistance,"Lone parent, 2 children",953.09998,3316,779,1876.356,4.257,Non-euro
PL,2011,Old-age,Single,477,3316,779,1042.42,4.257,Non-euro
PL,2011,Old-age,Couple,702,3316,779,1563.63,4.257,Non-euro
PT,2011,Minimum wage,Single,503.59,1284,1284,416.17001,1,Euro
PT,2011,Minimum wage,Couple,503.59,1284,1284,624.255,1,Euro
PT,2011,Minimum wage,"Couple, 2 children",736.29999,1284,1284,957.19098,1,Euro
PT,2011,Minimum wage,"Lone parent, 2 children",637.31,1284,1284,749.10602,1,Euro
PT,2011,Social assistance,Single,189.52,1284,1284,416.17001,1,Euro
PT,2011,Social assistance,Couple,322.17999,1284,1284,624.255,1,Euro
PT,2011,Social assistance,"Couple, 2 children",623.13,1284,1284,957.19098,1,Euro
PT,2011,Social assistance,"Lone parent, 2 children",512.76001,1284,1284,749.10602,1,Euro
PT,2011,Old-age,Single,418.5,1284,1284,416.17001,1,Euro
PT,2011,Old-age,Couple,732.38,1284,1284,624.255,1,Euro
RO,2011,Minimum wage,Single,509.93799,1686,369,434.32999,4.5688,Non-euro
RO,2011,Minimum wage,Couple,525.93799,1686,369,651.495,4.5688,Non-euro
RO,2011,Minimum wage,"Couple, 2 children",701.93799,1686,369,998.95898,4.5688,Non-euro
RO,2011,Minimum wage,"Lone parent, 2 children",715.93799,1686,369,781.79401,4.5688,Non-euro
RO,2011,Social assistance,Single,125,1686,369,434.32999,4.5688,Non-euro
RO,2011,Social assistance,Couple,225,1686,369,651.495,4.5688,Non-euro
RO,2011,Social assistance,"Couple, 2 children",450,1686,369,998.95898,4.5688,Non-euro
RO,2011,Social assistance,"Lone parent, 2 children",413,1686,369,781.79401,4.5688,Non-euro
RO,2011,Old-age,Single,350,1686,369,434.32999,4.5688,Non-euro
RO,2011,Old-age,Couple,700,1686,369,651.495,4.5688,Non-euro
SE,2011,Social assistance,Single,8184,29204,3031,10765.42,9.6351004,Non-euro
SE,2011,Social assistance,Couple,11818,29204,3031,16148.13,9.6351004,Non-euro
SE,2011,Social assistance,"Couple, 2 children",17778,29204,3031,24760.467,9.6351004,Non-euro
SE,2011,Social assistance,"Lone parent, 2 children",14833,29204,3031,19377.756,9.6351004,Non-euro
SI,2011,Minimum wage,Single,572.31,1436,1436,606.08002,1,Euro
SI,2011,Minimum wage,Couple,684.85999,1436,1436,909.12,1,Euro
SI,2011,Minimum wage,"Couple, 2 children",966.82001,1436,1436,1393.984,1,Euro
SI,2011,Social assistance,Single,299.76999,1436,1436,606.08002,1,Euro
SI,2011,Social assistance,Couple,492.26999,1436,1436,909.12,1,Euro
SI,2011,Social assistance,"Couple, 2 children",911.94,1436,1436,1393.984,1,Euro
SK,2011,Minimum wage,Single,277.42001,795,795,346.32999,1,Euro
SK,2011,Minimum wage,Couple,397.04001,795,795,519.495,1,Euro
SK,2011,Minimum wage,"Couple, 2 children",571.90002,795,795,796.55902,1,Euro
SK,2011,Minimum wage,"Lone parent, 2 children",464.32999,795,795,623.39398,1,Euro
SK,2011,Social assistance,Single,181.37,795,795,346.32999,1,Euro
SK,2011,Social assistance,Couple,324.54001,795,795,519.495,1,Euro
SK,2011,Social assistance,"Couple, 2 children",459.35999,795,795,796.55902,1,Euro
SK,2011,Social assistance,"Lone parent, 2 children",351.79001,795,795,623.39398,1,Euro
SK,2011,Old-age,Single,181.37,795,795,346.32999,1,Euro
SK,2011,Old-age,Couple,324.54001,795,795,519.495,1,Euro
UK,2011,Minimum wage,Single,963.78003,2745,3131,777.08002,.87669998,Non-euro
UK,2011,Minimum wage,Couple,1241.23,2745,3131,1165.62,.87669998,Non-euro
UK,2011,Minimum wage,"Couple, 2 children",1974.0699,2745,3131,1787.2841,.87669998,Non-euro
UK,2011,Minimum wage,"Lone parent, 2 children",1907.92,2745,3131,1398.744,.87669998,Non-euro
UK,2011,Social assistance,Single,716.04999,2745,3131,777.08002,.87669998,Non-euro
UK,2011,Social assistance,Couple,980.91998,2745,3131,1165.62,.87669998,Non-euro
UK,2011,Social assistance,"Couple, 2 children",1619.33,2745,3131,1787.2841,.87669998,Non-euro
UK,2011,Social assistance,"Lone parent, 2 children",1452.46,2745,3131,1398.744,.87669998,Non-euro
UK,2011,Old-age,Single,1035.87,2745,3131,777.08002,.87669998,Non-euro
UK,2011,Old-age,Couple,1447.86,2745,3131,1165.62,.87669998,Non-euro
BE,2012,Minimum wage,Single,1264.15,3453,3453,1074.17,1,Euro
BE,2012,Minimum wage,Couple,1522.17,3453,3453,1611.255,1,Euro
BE,2012,Minimum wage,"Couple, 2 children",1910.16,3453,3453,2470.5911,1,Euro
BE,2012,Minimum wage,"Lone parent, 2 children",1814.1899,3453,3453,1933.506,1,Euro
BE,2012,Social assistance,Single,784.78003,3453,3453,1074.17,1,Euro
BE,2012,Social assistance,Couple,1045.8199,3453,3453,1611.255,1,Euro
BE,2012,Social assistance,"Couple, 2 children",1530.3,3453,3453,2470.5911,1,Euro
BE,2012,Social assistance,"Lone parent, 2 children",1531.13,3453,3453,1933.506,1,Euro
BE,2012,Old-age,Single,971.56,3453,3453,1074.17,1,Euro
BE,2012,Old-age,Couple,1294.86,3453,3453,1611.255,1,Euro
BG,2012,Minimum wage,Single,227.33,906,463,285.92001,1.9558001,Non-euro
BG,2012,Minimum wage,Couple,227.33,906,463,428.88,1.9558001,Non-euro
BG,2012,Minimum wage,"Couple, 2 children",337.20999,906,463,657.61603,1.9558001,Non-euro
BG,2012,Minimum wage,"Lone parent, 2 children",309.82999,906,463,514.65601,1.9558001,Non-euro
BG,2012,Social assistance,Single,74.830002,906,463,285.92001,1.9558001,Non-euro
BG,2012,Social assistance,Couple,113.18,906,463,428.88,1.9558001,Non-euro
BG,2012,Social assistance,"Couple, 2 children",231.48,906,463,657.61603,1.9558001,Non-euro
BG,2012,Social assistance,"Lone parent, 2 children",210.67999,906,463,514.65601,1.9558001,Non-euro
BG,2012,Old-age,Single,128.34,906,463,285.92001,1.9558001,Non-euro
BG,2012,Old-age,Couple,229.3,906,463,428.88,1.9558001,Non-euro
CZ,2012,Minimum wage,Single,10231,24667,937,9674.4199,26.326,Non-euro
CZ,2012,Minimum wage,"Lone parent, 2 children",18666,24667,937,17413.955,26.326,Non-euro
CZ,2012,Social assistance,Single,8052,24667,937,9674.4199,26.326,Non-euro
CZ,2012,Social assistance,Couple,11958,24667,937,14511.63,26.326,Non-euro
CZ,2012,Social assistance,"Couple, 2 children",16334,24667,937,22251.166,26.326,Non-euro
CZ,2012,Social assistance,"Lone parent, 2 children",14296,24667,937,17413.955,26.326,Non-euro
CZ,2012,Old-age,Single,7447,24667,937,9674.4199,26.326,Non-euro
CZ,2012,Old-age,Couple,11173,24667,937,14511.63,26.326,Non-euro
DE,2012,Social assistance,Single,763,3087,3087,979.08002,1,Euro
DE,2012,Social assistance,Couple,1189,3087,3087,1468.62,1,Euro
DE,2012,Social assistance,"Couple, 2 children",1797.67,3087,3087,2251.884,1,Euro
DE,2012,Social assistance,"Lone parent, 2 children",1551.4301,3087,3087,1762.344,1,Euro
DE,2012,Old-age,Single,763,3087,3087,979.08002,1,Euro
DE,2012,Old-age,Couple,1189,3087,3087,1468.62,1,Euro
DK,2012,Social assistance,Single,8298.5596,28631,3849,10214.42,7.4386001,Non-euro
DK,2012,Social assistance,Couple,16157.47,28631,3849,15321.63,7.4386001,Non-euro
DK,2012,Social assistance,"Couple, 2 children",22344.15,28631,3849,23493.166,7.4386001,Non-euro
DK,2012,Old-age,Single,11895.97,28631,3849,10214.42,7.4386001,Non-euro
DK,2012,Old-age,Couple,17478.5,28631,3849,15321.63,7.4386001,Non-euro
EE,2012,Minimum wage,Single,248.34,994,994,328.92001,1,Euro
EE,2012,Minimum wage,Couple,276.07999,994,994,493.38,1,Euro
EE,2012,Minimum wage,"Couple, 2 children",379.51999,994,994,756.51599,1,Euro
EE,2012,Minimum wage,"Lone parent, 2 children",333.16,994,994,592.05603,1,Euro
EE,2012,Social assistance,Single,167.7,994,994,328.92001,1,Euro
EE,2012,Social assistance,Couple,229.06,994,994,493.38,1,Euro
EE,2012,Social assistance,"Couple, 2 children",351.78,994,994,756.51599,1,Euro
EE,2012,Social assistance,"Lone parent, 2 children",305.42001,994,994,592.05603,1,Euro
EE,2012,Old-age,Single,167.7,994,994,328.92001,1,Euro
EE,2012,Old-age,Couple,229.06,994,994,493.38,1,Euro
EL,2012,Minimum wage,Single,564.08002,1586,1586,418.57999,1,Euro
EL,2012,Minimum wage,Couple,615.54999,1586,1586,627.87,1,Euro
EL,2012,Minimum wage,"Couple, 2 children",628.03998,1586,1586,962.73401,1,Euro
EL,2012,Minimum wage,"Lone parent, 2 children",570.94,1586,1586,753.44397,1,Euro
EL,2012,Old-age,Single,420,1586,1586,418.57999,1,Euro
EL,2012,Old-age,Couple,840,1586,1586,627.87,1,Euro
ES,2012,Minimum wage,Single,692.87,1930,1930,676.16998,1,Euro
ES,2012,Minimum wage,Couple,692.87,1930,1930,1014.255,1,Euro
ES,2012,Minimum wage,"Couple, 2 children",741.37,1930,1930,1555.191,1,Euro
ES,2012,Minimum wage,"Lone parent, 2 children",741.37,1930,1930,1217.106,1,Euro
ES,2012,Social assistance,Single,423.70001,1930,1930,676.16998,1,Euro
ES,2012,Social assistance,Couple,478.98999,1930,1930,1014.255,1,Euro
ES,2012,Social assistance,"Couple, 2 children",708.69,1930,1930,1555.191,1,Euro
ES,2012,Social assistance,"Lone parent, 2 children",735.94,1930,1930,1217.106,1,Euro
ES,2012,Old-age,Single,565.40002,1930,1930,676.16998,1,Euro
ES,2012,Old-age,Couple,1005.6,1930,1930,1014.255,1,Euro
FI,2012,Old-age,Single,1047.9301,2965,2965,1163.58,1,Euro
FI,2012,Old-age,Couple,1746.11,2965,2965,1745.37,1,Euro
FR,2012,Minimum wage,Single,1172.49,2482,2482,1046.17,1,Euro
FR,2012,Minimum wage,Couple,1469.4,2482,2482,1569.255,1,Euro
FR,2012,Minimum wage,"Couple, 2 children",1943.84,2482,2482,2406.1909,1,Euro
FR,2012,Minimum wage,"Lone parent, 2 children",1796.8101,2482,2482,1883.106,1,Euro
FR,2012,Social assistance,Single,697.78003,2482,2482,1046.17,1,Euro
FR,2012,Social assistance,Couple,940.88,2482,2482,1569.255,1,Euro
FR,2012,Social assistance,"Couple, 2 children",1376.01,2482,2482,2406.1909,1,Euro
FR,2012,Social assistance,"Lone parent, 2 children",1228.98,2482,2482,1883.106,1,Euro
FR,2012,Old-age,Single,1042.23,2482,2482,1046.17,1,Euro
FR,2012,Old-age,Couple,1527.1,2482,2482,1569.255,1,Euro
HU,2012,Minimum wage,Single,60915,192935,624,64350,309.19,Non-euro
HU,2012,Minimum wage,Couple,65091.77,192935,624,96525,309.19,Non-euro
HU,2012,Minimum wage,"Couple, 2 children",100244.39,192935,624,148005,309.19,Non-euro
HU,2012,Minimum wage,"Lone parent, 2 children",102863.47,192935,624,115830,309.19,Non-euro
HU,2012,Social assistance,Single,27525,192935,624,64350,309.19,Non-euro
HU,2012,Social assistance,Couple,49395,192935,624,96525,309.19,Non-euro
HU,2012,Social assistance,"Couple, 2 children",78547.07,192935,624,148005,309.19,Non-euro
HU,2012,Social assistance,"Lone parent, 2 children",68985,192935,624,115830,309.19,Non-euro
HU,2012,Old-age,Single,31800,192935,624,64350,309.19,Non-euro
HU,2012,Old-age,Couple,51675,192935,624,96525,309.19,Non-euro
IE,2012,Minimum wage,Single,1322.2,3827,3827,992.75,1,Euro
IE,2012,Minimum wage,Couple,1322.2,3827,3827,1489.125,1,Euro
IE,2012,Minimum wage,"Couple, 2 children",2347.5801,3827,3827,2283.325,1,Euro
IE,2012,Minimum wage,"Lone parent, 2 children",1857.3,3827,3827,1786.95,1,Euro
IE,2012,Social assistance,Single,815.91998,3827,3827,992.75,1,Euro
IE,2012,Social assistance,Couple,1357.5601,3827,3827,1489.125,1,Euro
IE,2012,Social assistance,"Couple, 2 children",1896.22,3827,3827,2283.325,1,Euro
IE,2012,Social assistance,"Lone parent, 2 children",1354.58,3827,3827,1786.95,1,Euro
IE,2012,Old-age,Single,983.88,3827,3827,992.75,1,Euro
IE,2012,Old-age,Couple,1900.92,3827,3827,1489.125,1,Euro
